zcta,year,population_est,population_moe,median_age_est,median_age_moe,housing_units_est,housing_units_moe,households_est,households_moe,bachelors_or_higher_pct,bachelors_or_higher_pct_moe,median_household_income_est,median_household_income_moe,unemployment_rate_pct,unemployment_rate_pct_moe,below_poverty_pct,below_poverty_pct_moe,median_home_value_est,median_home_value_moe,median_gross_rent_est,median_gross_rent_moe
89161,2011,53,84,52.5,0.1,16,25,16,25,,,,,,,69.8,4.1,,,,
89161,2012,102,113,54.8,18.7,63,79,63,79,,,70824,49440,,,38.2,45.3,266500,175926,,
89161,2013,93,109,54.7,16.7,104,107,56,73,,,,,,,38.7,44.0,,,,
89161,2014,39,64,,,120,94,39,64,,,,,,,0.0,51.0,,,,
89161,2015,37,64,,,115,109,37,64,,,,,0.0,50.6,0.0,50.6,,,,
89161,2016,52,67,64.3,15.8,121,105,44,62,,,,,0.0,42.7,0.0,42.7,,,,
89161,2017,149,160,53.1,46.5,163,102,84,96,82.2,40.7,36694,14084,0.0,27.3,0.0,20.8,354800,38184,,
89161,2018,209,162,45.2,34.1,127,96,86,67,49.0,47.6,50313,45773,0.0,23.2,13.9,20.3,365900,245939,,
89161,2019,136,109,63.4,11.1,93,93,93,93,49.6,47.9,39316,19292,0.0,28.6,10.3,18.6,360200,40664,,
89161,2020,165,126,63.3,16.5,110,103,110,103,47.7,47.2,39358,20316,0.0,26.2,12.1,19.6,360800,38893,,
89161,2021,534,189,54.7,11.0,253,91,213,86,49.6,21.3,,,0.0,15.2,17.9,20.1,466700,143005,,
89161,2022,427,189,57.8,10.0,216,85,178,73,40.7,20.1,73333,50503,0.0,26.6,23.9,23.4,464800,39163,,
89161,2023,312,173,60.9,11.6,195,93,139,78,42.7,24.5,0,,0.0,30.5,19.6,26.8,456300,55539,,
89161,2024,444,251,69.1,15.4,267,121,205,116,51.7,16.2,51250,18734,0.0,19.5,13.7,19.9,850600,106431,,
89166,2011,7518,1179,29.5,1.5,3355,315,2684,445,,,64500,6957,,,6.6,5.0,220800,22826,1134,135
89166,2012,9776,1115,29.9,1.4,4104,339,3395,402,,,66094,6066,,,10.1,5.2,200000,24950,1086,167
89166,2013,11860,1029,29.6,1.1,4524,344,3806,396,,,65645,6373,,,9.3,4.3,193100,25446,1077,96
89166,2014,13615,1160,29.5,0.9,4981,326,4203,367,,,67346,8043,,,10.8,4.2,195900,18797,1096,96
89166,2015,15944,1379,29.9,1.0,5411,333,4642,364,,,70423,7240,8.5,3.4,11.4,3.4,211300,24122,1115,84
89166,2016,17783,1254,30.6,0.8,5760,288,5094,345,,,75714,6647,6.0,2.0,11.6,3.2,231600,10263,1158,64
89166,2017,20128,1304,30.9,1.1,6512,278,5793,339,27.6,3.3,80814,4340,4.9,1.7,8.3,2.9,245100,10015,1255,73
89166,2018,22225,1211,32.0,0.8,7300,268,6627,294,30.2,3.3,90041,6088,3.8,1.3,5.7,1.8,275800,10176,1302,72
89166,2019,25245,1331,32.5,0.6,8452,302,7860,349,31.4,3.7,91126,4586,4.2,1.4,4.2,1.5,302700,13545,1372,52
89166,2020,25877,1895,32.4,0.7,8312,466,7823,482,33.1,4.3,97316,5036,3.7,1.4,5.2,2.8,329900,10751,1583,139
89166,2021,27060,2300,31.4,1.3,9548,533,9077,579,38.4,3.8,97591,6265,5.6,2.3,5.4,2.2,352700,7815,1555,150
89166,2022,28613,2362,32.0,1.4,9807,574,9484,555,38.0,4.2,101276,5743,5.2,1.9,6.7,2.7,426000,16548,1672,114
89166,2023,30206,2332,33.3,1.1,10650,531,10363,556,41.5,3.9,106060,5388,5.5,2.0,5.9,2.2,475900,12424,1757,93
89166,2024,32118,2465,32.8,1.3,11239,582,10813,618,40.6,3.7,107846,4641,5.1,1.9,5.6,2.7,507000,23207,1824,127
89169,2011,23372,1581,32.1,1.6,14338,389,9977,436,,,33777,2182,,,26.4,4.3,187600,20701,806,24
89169,2012,23183,1535,33.3,2.2,13933,394,9844,428,,,32998,2125,,,28.3,4.4,145500,20194,787,21
89169,2013,21809,1450,33.9,1.9,13464,372,9356,468,,,31331,1831,,,28.7,3.6,125100,16365,753,23
89169,2014,21785,1186,33.7,1.9,13103,323,9131,394,,,30776,2150,,,32.6,4.1,115100,16019,742,20
89169,2015,22209,1276,33.8,1.6,12819,275,9190,376,,,28464,3161,13.6,2.6,32.8,3.9,114000,13868,737,26
89169,2016,22421,1368,33.4,1.5,12560,318,8990,405,,,30507,2471,11.0,2.2,31.6,3.8,131400,11220,763,19
89169,2017,20987,1429,33.3,1.7,12362,348,8705,403,14.9,2.2,30960,2405,11.4,2.6,29.1,3.9,129900,14083,780,17
89169,2018,21589,1385,33.4,2.5,12441,344,9194,365,14.5,1.9,29414,2012,9.7,2.3,30.0,3.6,147400,17228,809,22
89169,2019,21822,1346,35.7,1.7,12549,359,9478,450,16.2,2.5,30581,2254,9.2,2.0,29.7,3.3,173700,27637,868,25
89169,2020,21350,1610,36.6,1.8,13018,632,9734,634,18.2,2.8,32114,3224,7.4,2.3,28.8,3.8,199700,30604,904,27
89169,2021,20864,1655,37.0,1.6,13324,716,9957,691,16.5,3.0,32050,3450,8.4,2.1,28.6,3.6,216400,15877,969,32
89169,2022,22196,1704,36.7,2.2,13995,675,10456,686,17.2,2.8,37200,4471,7.6,2.1,26.6,4.1,255000,25448,1076,25
89169,2023,21203,1517,38.0,1.6,14070,625,10233,643,18.6,2.8,39740,5787,7.2,1.9,25.8,4.2,299900,36512,1159,28
89169,2024,22171,1597,38.2,1.6,14061,725,10250,692,16.0,2.7,40904,3781,10.2,2.4,25.8,4.5,315100,35916,1262,47
89178,2011,24565,1967,31.1,0.8,10529,476,8508,527,,,87233,5584,,,3.9,1.5,249600,16120,1469,114
89178,2012,26198,1697,30.9,0.8,11560,451,9250,544,,,81100,3290,,,5.2,1.7,225300,9104,1455,93
89178,2013,28781,1665,31.3,0.9,11613,422,9779,509,,,78849,6585,,,5.9,2.0,208700,10737,1403,92
89178,2014,31489,1874,31.9,0.9,12380,405,10578,461,,,76231,6787,,,6.9,1.8,210800,10092,1400,73
89178,2015,32539,1646,32.6,1.0,12652,352,10937,488,,,73314,6012,7.0,2.1,7.4,2.0,219700,7658,1330,83
89178,2016,35241,1610,33.5,0.7,13202,315,11679,456,,,76122,4057,4.9,1.4,6.3,1.9,237500,9797,1356,78
89178,2017,36615,1765,33.8,0.8,13621,364,12150,502,33.5,2.5,79846,4608,4.2,1.4,5.6,1.6,255900,11437,1379,64
89178,2018,37116,1635,34.1,0.8,13911,291,12424,433,32.1,2.3,82554,2992,4.4,1.3,6.5,1.5,277000,7635,1434,61
89178,2019,40808,1904,34.4,0.8,14807,416,13566,485,31.8,2.7,88517,5014,3.7,1.1,6.8,1.9,301900,10785,1500,70
89178,2020,42301,2402,35.3,1.0,15910,830,14778,825,32.5,3.3,90801,7699,3.3,1.0,5.1,1.3,332200,11578,1566,88
89178,2021,38928,1756,35.4,1.0,14678,737,13921,721,36.0,3.0,92471,3510,5.2,1.3,7.5,1.8,355500,12470,1657,49
89178,2022,41051,2296,35.3,1.0,15155,773,14454,757,37.5,3.3,101256,3721,5.7,1.8,8.5,2.2,419800,15115,1849,75
89178,2023,43155,2219,35.4,1.1,15900,789,15216,775,39.7,3.1,104985,5957,5.2,1.3,8.9,2.6,451800,11340,2030,91
89178,2024,44165,2228,36.5,1.1,16309,737,15713,753,40.3,3.6,108806,4551,5.2,1.5,6.9,1.7,470600,9787,2104,69
89179,2011,1689,284,29.7,3.0,751,135,580,111,,,81346,17040,,,13.9,16.0,207900,32301,1482,357
89179,2012,2132,284,29.6,2.1,896,125,750,95,,,83190,11049,,,14.1,13.1,174300,29092,1391,138
89179,2013,2815,341,33.1,1.2,1133,138,1001,111,,,78639,11158,,,9.8,8.1,177900,20373,1434,54
89179,2014,3175,266,32.8,1.7,1324,115,1151,97,,,78841,11801,,,14.0,9.5,184200,26354,1421,62
89179,2015,4105,375,33.2,1.4,1621,142,1426,119,,,77565,11325,4.1,2.2,10.9,6.6,215600,9528,1402,78
89179,2016,5178,506,32.1,1.3,1915,111,1694,148,,,79718,6898,3.1,1.8,8.5,5.7,231800,8261,1411,74
89179,2017,6172,522,32.6,1.1,2236,172,1961,170,34.2,6.7,85647,8895,3.1,2.0,7.6,4.4,253800,19727,1449,95
89179,2018,6934,623,31.3,1.2,2384,161,2081,174,37.6,7.0,92634,12024,1.4,1.1,6.9,4.4,288400,19299,1482,112
89179,2019,7449,681,32.1,1.0,2614,171,2364,175,36.0,5.5,99662,6219,1.0,0.8,4.5,3.3,311000,14047,1643,84
89179,2020,7807,1165,33.2,2.3,2792,361,2614,362,33.8,5.2,96460,7127,3.1,2.5,2.7,2.3,322700,14312,1665,91
89179,2021,11880,1020,34.0,1.8,3884,343,3736,353,34.0,5.2,100840,8333,6.8,3.1,4.7,3.1,334900,9772,1818,77
89179,2022,12045,1041,34.7,2.1,3989,322,3877,304,32.3,4.5,110356,12928,7.5,2.9,5.7,4.1,380600,13334,1956,138
89179,2023,11971,1063,36.0,2.3,4002,321,3941,329,36.7,4.8,104589,15967,6.1,2.6,8.0,3.5,416000,18091,2070,189
89179,2024,12549,1238,36.4,1.8,4038,324,4000,334,36.1,4.6,108993,11462,7.0,2.3,8.7,3.7,456500,12609,2237,247
89183,2011,35847,1803,30.1,1.2,14631,299,12796,451,,,64953,4310,,,7.8,1.9,230200,11630,1250,56
89183,2012,37323,1869,30.5,0.9,15112,328,13439,426,,,63602,3476,,,9.2,2.4,174700,19001,1211,35
89183,2013,38800,1733,30.8,1.1,15392,304,13705,389,,,62079,3614,,,8.6,2.3,160400,5048,1215,49
89183,2014,39008,1861,31.9,1.4,15652,232,13809,377,,,64387,5666,,,8.1,2.3,164100,5364,1184,42
89183,2015,38964,1909,32.5,1.3,15637,265,13830,400,,,62256,3002,8.1,1.6,8.4,2.1,170700,4942,1174,40
89183,2016,38974,1306,32.4,1.1,15649,288,13897,421,,,63196,2163,8.0,1.3,9.3,2.1,192500,12211,1180,28
89183,2017,38941,1647,32.1,1.1,15715,284,13574,433,27.6,2.3,64616,2315,7.4,1.5,10.0,2.1,217800,8386,1214,31
89183,2018,40511,1737,32.2,1.1,15837,288,13992,404,25.7,2.1,65491,4142,6.7,1.3,11.1,2.2,241000,7895,1282,34
89183,2019,42480,1526,32.3,1.2,16077,307,14463,427,27.5,2.4,65988,4020,6.4,1.3,12.7,2.2,258100,8840,1325,26
89183,2020,41974,2859,31.7,1.0,16480,679,14861,776,26.1,2.8,65943,3396,7.5,2.1,13.8,3.0,274800,10818,1398,30
89183,2021,41126,2483,32.1,1.3,15750,624,14375,645,25.9,2.9,69125,4506,7.3,2.0,12.7,2.9,289500,11941,1464,41
89183,2022,40562,2428,32.9,1.5,15944,748,14711,778,28.2,2.6,76488,3033,7.5,1.8,11.0,2.3,359800,14264,1634,45
89183,2023,42050,2845,35.0,1.6,16250,756,15057,799,28.5,3.0,83053,6842,7.4,2.0,11.2,3.2,415400,16593,1750,35
89183,2024,42996,2660,34.7,2.0,16419,690,15157,704,27.5,2.6,87355,8845,7.6,2.3,10.2,3.5,442100,9960,1806,37
89191,2011,1075,292,21.3,0.8,151,79,151,79,,,34637,19538,,,0.0,11.2,,,,
89191,2012,824,155,21.1,0.6,80,49,80,49,,,31111,23384,,,0.0,30.4,,,,
89191,2013,763,126,21.3,0.5,70,33,70,33,,,30278,23700,,,0.0,39.3,,,,
89191,2014,759,156,21.4,0.3,10,17,10,17,,,,,,,0.0,100.0,,,,
89191,2015,818,124,21.3,0.4,0,12,0,12,,,,,0.0,100.0,,,,,,
89191,2016,743,113,21.2,0.3,0,12,0,12,,,,,0.0,100.0,,,,,,
89191,2017,701,155,21.3,0.4,0,12,0,12,26.5,24.2,,,,,,,,,,
89191,2018,628,131,21.2,0.4,0,12,0,12,32.0,28.7,,,,,,,,,,
89191,2019,581,128,21.0,0.4,0,13,0,13,20.0,24.6,,,,,,,,,,
89191,2020,487,143,21.1,0.5,0,13,0,13,32.8,30.4,,,,,,,,,,
89191,2021,537,104,21.4,0.4,0,13,0,13,42.0,31.5,,,,,,,,,,
89191,2022,470,12,21.3,0.6,4,7,4,7,42.4,37.7,,,,,0.0,100.0,,,,
89191,2023,486,9,21.2,0.5,4,7,4,7,46.6,37.8,0,,0.0,,0.0,100.0,0,,,
89191,2024,505,8,21.3,0.5,4,6,4,6,54.0,36.8,,,,,0.0,100.0,,,,
89301,2011,6424,342,42.5,3.3,2862,173,2298,201,,,49410,3710,,,12.6,4.4,150700,16239,729,39
89301,2012,6698,350,41.5,3.1,2977,181,2349,197,,,47090,3659,,,14.1,3.5,137400,15166,727,48
89301,2013,6716,386,43.1,1.8,2946,167,2272,209,,,49340,4880,,,10.9,3.2,143500,20651,724,85
89301,2014,7191,400,40.8,2.9,3121,169,2405,209,,,54117,6445,,,11.5,3.3,140500,16009,768,157
89301,2015,7547,382,39.8,1.9,3222,139,2368,246,,,57143,6934,9.8,3.2,12.3,3.8,139500,12061,686,43
89301,2016,7904,363,38.3,2.4,3289,160,2439,206,,,58171,7026,8.0,3.6,15.0,4.1,140200,14362,693,129
89301,2017,7747,344,37.7,2.5,3250,156,2495,209,13.2,3.0,60327,4041,6.1,2.6,14.1,4.3,147800,15849,673,103
89301,2018,7901,336,38.3,1.5,3319,184,2734,198,14.9,2.8,64128,4071,4.0,2.5,12.4,3.7,168000,13745,612,148
89301,2019,8141,296,38.4,1.3,3358,159,2798,204,13.2,3.5,62218,4948,3.8,1.8,14.8,4.6,163700,12486,708,121
89301,2020,7962,329,39.0,1.7,3319,186,2928,196,12.6,2.5,61207,7117,3.0,2.1,13.5,4.9,170100,11942,761,189
89301,2021,7320,437,40.1,1.9,2995,276,2652,285,13.6,3.9,65260,11344,3.6,1.9,12.2,3.8,168200,14609,852,198
89301,2022,7212,306,39.9,2.1,3054,154,2568,213,13.6,3.3,75089,19560,3.3,2.3,10.6,3.4,199100,31385,942,207
89301,2023,6795,360,40.4,1.9,2959,235,2446,237,14.4,3.4,74695,19678,4.4,3.0,10.1,3.7,199100,20481,854,121
89301,2024,6568,292,40.9,3.4,2919,201,2301,248,11.8,2.7,77518,10800,3.3,2.1,9.3,3.1,235600,29264,903,327
89310,2011,555,178,30.4,5.3,270,101,183,65,,,55250,27146,,,12.1,19.2,125800,79513,474,17
89310,2012,520,154,30.3,7.0,269,91,170,61,,,55435,24859,,,19.2,24.2,89300,83548,479,111
89310,2013,523,222,43.0,19.1,361,130,231,111,,,43691,8396,,,16.3,17.1,95400,23729,475,177
89310,2014,554,148,46.6,29.5,406,107,268,98,,,42606,13309,,,14.8,21.3,117500,86897,477,434
89310,2015,531,150,50.1,9.7,380,116,251,105,,,43065,12787,24.3,21.4,14.3,20.1,142600,122837,473,438
89310,2016,417,166,53.7,11.4,417,115,255,106,,,45719,10532,10.8,12.9,2.6,2.0,174400,115991,,
89310,2017,432,155,58.8,11.2,452,123,260,106,0.0,8.4,45568,11787,10.0,14.5,2.1,2.0,168500,129044,,
89310,2018,356,155,52.9,6.5,356,124,201,91,0.0,9.9,,,0.0,16.4,2.2,2.8,255000,60500,367,139
89310,2019,292,107,52.1,2.3,304,84,168,56,0.0,12.6,60500,57233,0.0,18.2,11.6,11.8,160500,23258,,
89310,2020,225,105,51.8,7.8,253,93,137,64,2.4,4.4,40724,32415,0.0,23.8,16.0,13.9,150000,133051,,
89310,2021,149,91,59.8,21.1,194,92,107,69,14.1,18.7,,,0.0,39.9,22.8,22.6,96000,44310,,
89310,2022,181,95,56.4,12.6,175,69,121,58,10.5,16.2,46328,41822,0.0,38.9,14.4,14.6,112500,40931,,
89310,2023,173,110,53.6,12.2,179,73,115,66,10.4,13.8,48355,29310,0.0,35.7,15.0,15.3,117400,52119,,
89310,2024,209,154,53.7,11.6,201,104,113,83,10.0,15.2,,,0.0,31.8,0.0,19.2,120500,16701,,
89311,2011,82,58,63.1,10.8,123,67,55,41,,,67961,89018,,,0.0,37.4,141200,86974,,
89311,2012,130,93,47.3,30.1,143,59,54,40,,,63750,54726,,,0.0,26.0,132100,157965,832,525
89311,2013,124,96,38.8,24.2,155,67,49,35,,,56719,57037,,,0.0,27.0,142700,151147,,
89311,2014,132,105,29.5,21.4,160,56,48,31,,,56786,53071,,,0.0,24.4,140000,146533,,
89311,2015,135,86,30.0,29.2,125,49,49,29,,,57031,43698,0.0,39.4,0.0,22.6,,,,
89311,2016,150,116,29.3,26.9,121,42,48,29,,,76136,33022,0.0,38.2,0.0,20.6,,,,
89311,2017,116,82,39.0,31.7,96,33,44,29,57.3,32.3,90313,67188,0.0,36.7,0.0,25.6,,,,
89311,2018,121,82,34.1,25.8,85,44,52,34,36.0,30.1,,,0.0,36.1,0.0,24.7,,,,
89311,2019,124,84,60.7,24.3,75,40,55,31,33.7,26.3,71806,42372,0.0,42.6,0.0,25.6,186500,110581,,
89311,2020,206,106,57.0,18.1,114,52,87,49,26.8,28.3,69018,27171,0.0,25.5,0.0,17.6,,,,
89311,2021,204,107,58.4,16.0,104,45,78,44,21.5,22.4,62500,36788,0.0,27.9,0.0,17.7,,,,
89311,2022,173,118,60.7,15.8,110,53,77,51,20.2,24.8,49659,43110,0.0,37.2,0.0,21.6,,,,
89311,2023,174,109,60.7,8.6,112,54,80,51,29.9,23.3,0,,0.0,39.3,0.0,22.5,90500,13254,,
89311,2024,213,147,60.4,12.4,123,64,94,63,35.2,28.9,48875,34094,0.0,38.5,0.0,18.9,,,,
89314,2011,214,123,39.8,8.5,115,60,93,59,,,29375,33674,,,26.6,16.8,63800,80158,1052,883
89314,2012,224,103,39.9,10.7,126,52,113,52,,,28036,25937,,,30.8,14.4,53600,15064,1008,1023
89314,2013,242,116,44.5,10.9,145,67,132,67,,,27500,23673,,,25.6,13.1,50000,26058,1025,974
89314,2014,382,164,39.5,12.0,197,92,185,93,,,35625,38224,,,20.9,11.0,75000,26377,1030,664
89314,2015,335,130,39.5,7.2,159,67,142,69,,,33750,31044,12.1,7.3,20.0,12.3,65000,35760,1015,953
89314,2016,361,101,35.1,9.3,187,53,170,53,,,47500,9663,13.3,7.6,10.2,8.9,70000,34919,369,222
89314,2017,409,75,29.4,10.0,145,44,130,45,4.1,3.0,45000,8056,20.0,11.3,26.2,21.4,60000,43809,315,128
89314,2018,299,105,37.3,9.4,151,56,136,57,5.6,4.6,48636,11505,8.9,9.3,13.0,12.8,34800,21753,375,92
89314,2019,313,125,38.9,15.3,189,65,171,64,4.9,4.3,44479,11601,10.7,12.3,16.9,13.9,32000,17156,388,73
89314,2020,251,121,38.5,15.7,142,58,128,58,7.4,5.9,43929,11012,4.8,6.0,22.3,20.0,36000,10419,417,133
89314,2021,219,112,33.7,15.7,103,53,89,52,12.9,9.2,45625,7695,7.1,8.4,34.2,21.8,35000,28388,425,107
89314,2022,187,109,39.4,27.3,91,42,76,38,15.3,10.0,49000,20867,0.0,38.9,22.5,14.8,61700,54362,500,245
89314,2023,132,75,57.5,8.7,94,42,55,34,14.6,11.2,50313,32471,0.0,39.0,39.4,23.8,108300,94898,758,494
89314,2024,103,89,47.8,23.9,54,31,41,28,12.7,13.7,52917,47593,0.0,46.6,25.2,23.7,95000,68446,588,461
89315,2021,71,96,12.9,44.3,14,22,14,22,42.4,17.4,,,0.0,57.3,0.0,39.0,,,,
89315,2022,67,107,42.1,45.3,13,24,13,24,37.1,17.7,,,0.0,57.3,0.0,41.4,,,,
89315,2023,133,127,42.4,10.9,40,41,40,41,51.3,9.6,0,,0.0,39.5,0.0,28.0,0,,,
89315,2024,127,120,42.6,2.6,39,39,39,39,48.8,12.6,,,0.0,39.0,0.0,29.0,,,,
89316,2011,1473,190,38.7,9.4,869,110,587,82,,,62663,8944,,,16.8,12.4,121400,22607,803,801
89316,2012,1560,180,34.6,7.0,831,104,575,84,,,61815,14186,,,15.6,9.3,145900,26414,718,338
89316,2013,1513,223,38.7,7.5,836,106,577,95,,,63603,27195,,,15.1,9.1,161600,29982,679,280
89316,2014,1406,230,44.8,7.7,854,118,607,111,,,69205,23576,,,17.8,10.9,141300,36327,498,382
89316,2015,1298,219,45.9,7.9,820,103,591,103,,,61583,15407,0.7,1.3,9.1,6.8,129000,53892,575,344
89316,2016,1224,211,47.9,8.1,783,114,535,107,,,61250,24715,0.0,5.0,11.4,7.3,118200,59295,664,358
89316,2017,1227,222,47.3,5.7,774,111,515,98,19.1,9.2,73750,24836,0.0,5.1,11.0,5.9,85500,62922,376,353
89316,2018,1272,223,44.5,6.2,755,92,492,79,15.8,9.7,80333,18610,0.0,5.1,8.1,6.3,89700,71636,391,168
89316,2019,1218,215,40.0,9.8,763,113,464,79,11.3,7.6,76000,22399,0.0,5.9,8.1,5.9,152300,105250,,
89316,2020,1228,309,32.5,12.5,660,105,364,93,15.7,10.6,81100,18100,0.0,6.9,23.1,22.6,222100,37822,,
89316,2021,1060,275,26.9,16.8,519,94,278,73,19.0,11.2,83750,22459,0.0,9.6,21.5,24.3,183800,46745,718,671
89316,2022,1062,315,33.8,22.7,572,122,327,95,26.3,14.1,93512,38112,0.0,10.7,20.8,25.3,217700,78724,843,353
89316,2023,951,295,40.8,14.9,541,123,301,93,26.0,14.4,72798,42530,0.0,13.6,29.0,26.8,263600,161406,985,208
89316,2024,868,358,42.9,23.6,431,121,274,107,26.0,16.9,71554,17159,0.0,17.6,37.4,28.2,,,992,118
89317,2011,650,252,49.1,22.3,284,87,197,81,,,57594,30310,,,12.8,18.3,129200,14431,,
89317,2012,622,279,38.1,18.0,223,74,167,67,,,53036,20718,,,14.0,19.1,117300,16053,,
89317,2013,530,346,37.0,22.1,182,74,108,72,,,60682,27181,,,20.4,25.8,113700,13746,,
89317,2014,479,253,38.0,28.0,221,72,147,68,,,64489,9858,,,0.0,7.8,130800,9362,,
89317,2015,467,240,24.7,25.4,223,80,135,69,,,64034,11517,28.3,22.8,0.0,7.6,129700,15394,,
89317,2016,161,78,60.5,10.2,161,83,87,60,,,56198,24909,7.8,12.5,0.0,22.3,137500,66496,,
89317,2017,303,186,60.2,28.7,223,94,115,82,0.0,12.9,78005,40079,12.2,19.0,23.2,32.0,141800,74384,,
89317,2018,278,156,64.9,12.2,224,93,117,80,0.0,14.0,67212,33582,8.1,16.7,18.0,27.2,176600,95625,,
89317,2019,268,158,65.5,15.8,216,76,111,66,0.0,15.9,,,10.9,21.9,22.7,33.1,196200,36356,,
89317,2020,256,144,65.9,6.1,186,86,125,79,0.0,17.1,,,2.9,7.3,14.6,22.5,197600,64679,,
89317,2021,453,244,37.1,38.4,230,95,138,84,0.0,13.8,70329,67676,5.4,11.7,9.3,15.7,206900,50800,,
89317,2022,402,201,32.8,55.8,200,92,141,88,0.0,17.6,,,0.0,48.0,0.0,10.5,247000,64095,,
89317,2023,370,220,65.2,65.6,229,140,178,123,0.0,17.6,22545,7917,0.0,64.8,0.3,0.7,239000,47095,,
89317,2024,393,233,33.2,62.0,209,141,143,112,0.0,18.0,26210,11437,0.0,55.9,0.3,0.6,247000,66314,,
89318,2011,1952,413,42.5,8.6,819,129,690,123,,,35119,34271,,,9.4,9.8,82100,14942,795,58
89318,2012,1608,355,48.0,8.6,777,119,611,126,,,27441,11080,,,13.2,12.5,73800,19681,796,49
89318,2013,1677,350,48.1,14.7,751,105,588,112,,,33750,10507,,,15.2,14.3,81700,12578,842,16
89318,2014,1590,304,40.7,14.7,682,96,547,96,,,46827,18669,,,9.0,11.8,76900,9083,737,62
89318,2015,1353,340,49.6,21.4,645,91,487,103,,,45089,12942,6.9,5.0,10.8,13.5,81300,11018,729,81
89318,2016,1273,357,52.5,23.6,644,103,457,98,,,51845,13956,7.8,6.7,0.5,0.8,85000,18164,755,193
89318,2017,1367,280,48.7,20.6,688,94,561,102,22.6,11.1,54321,7210,6.4,7.0,1.7,1.9,83400,9571,770,87
89318,2018,1271,306,37.8,11.3,714,106,532,100,18.1,10.4,55163,8507,2.5,3.8,2.8,3.0,91000,21492,767,152
89318,2019,990,267,47.6,19.8,716,114,465,109,14.5,8.8,54950,10363,0.0,7.7,4.4,4.5,84500,8387,675,291
89318,2020,858,268,36.4,20.6,736,108,461,121,19.2,11.7,55294,15611,0.0,8.2,4.0,5.1,82800,11912,1272,572
89318,2021,876,261,42.8,19.5,586,131,445,129,18.0,8.6,45378,11221,0.0,9.2,3.7,4.7,117600,56679,1362,87
89318,2022,888,235,53.3,15.1,575,118,424,129,15.0,9.0,54821,21676,6.8,9.5,1.9,3.1,135200,66301,1167,754
89318,2023,1043,217,41.4,15.4,548,122,472,109,14.3,6.2,50446,13540,5.5,8.2,0.0,4.2,96300,6124,1661,320
89318,2024,1050,231,55.1,10.4,599,134,572,126,13.2,7.8,56779,19201,6.9,9.2,5.0,5.7,134700,122869,1663,273
89319,2011,599,252,40.1,34.7,338,107,259,86,,,53454,20840,,,19.9,20.0,65500,11215,674,103
89319,2012,816,242,29.2,16.6,344,116,269,92,,,55101,31670,,,12.7,14.2,71700,16783,829,278
89319,2013,766,319,26.3,3.3,374,121,271,106,,,55917,44481,,,17.5,15.1,71200,26266,693,373
89319,2014,500,249,28.3,16.0,271,112,170,91,,,47419,15546,,,24.6,26.5,52600,42126,919,314
89319,2015,391,241,26.4,14.2,222,90,109,64,,,47371,24457,14.4,16.6,19.9,24.3,,,969,89
89319,2016,399,221,26.0,21.1,232,100,122,69,,,63393,38485,14.3,18.5,22.3,24.9,,,998,139
89319,2017,276,180,53.4,36.3,252,87,108,59,10.0,14.5,68750,31071,0.0,29.7,38.0,35.5,,,,
89319,2018,142,95,63.4,9.8,184,64,78,52,10.6,15.5,66818,27861,0.0,56.2,8.5,13.8,,,,
89319,2019,132,88,59.4,16.7,153,78,80,52,11.4,17.1,66250,39435,0.0,61.3,9.1,14.4,,,,
89319,2020,235,145,66.3,22.3,164,85,135,74,7.7,12.1,80467,19174,0.0,44.8,6.4,13.5,64600,6365,,
89319,2021,211,132,54.0,41.9,213,91,137,76,0.0,17.2,,,35.4,42.7,20.4,26.4,66300,13305,,
89319,2022,189,139,67.4,28.4,167,109,117,78,0.0,20.0,,,27.7,37.1,20.1,26.3,68500,13884,,
89319,2023,266,179,71.1,33.5,226,135,169,113,0.0,15.9,0,,28.2,34.6,10.9,16.0,71000,18746,,
89319,2024,298,168,71.1,26.9,234,139,183,113,0.0,14.4,,,17.5,24.6,6.7,12.0,68500,8189,,
89402,2011,0,101,,,21,32,0,101,,,,,,,,,,,,
89402,2012,0,13,,,19,33,0,13,,,,,,,,,,,,
89402,2013,0,13,,,0,13,0,13,,,,,,,,,,,,
89402,2014,0,13,,,18,29,0,13,,,,,,,,,,,,
89402,2015,0,12,,,36,42,0,12,,,,,,,,,,,,
89402,2016,14,21,,,58,48,7,11,,,,,,,0.0,82.3,,,,
89402,2017,15,23,,,64,53,8,12,53.3,15.8,,,,,0.0,79.5,,,,
89402,2018,16,25,,,65,54,8,13,50.0,11.9,,,,,0.0,76.9,,,,
89402,2019,16,26,,,68,48,8,13,50.0,11.3,,,,,0.0,79.6,,,,
89402,2020,17,28,,,49,46,8,13,47.1,10.1,,,,,0.0,79.8,,,,
89402,2021,162,121,72.2,4.8,124,68,82,60,80.9,20.7,250001,,,,0.0,21.7,2000001,,,
89402,2022,171,117,72.4,4.4,170,82,84,58,82.5,18.7,250001,,,,0.0,21.8,2000001,,,
89402,2023,135,98,72.8,4.7,169,77,67,49,76.3,22.5,250000,,0.0,,0.0,27.7,2000000,,,
89402,2024,118,100,72.2,10.8,202,112,52,45,78.8,24.1,,,0.0,96.8,0.0,30.7,2000001,,,
89403,2011,13706,946,39.5,2.1,5557,280,5024,347,,,52604,8118,,,12.8,4.4,182100,26911,981,114
89403,2012,14146,736,40.3,2.1,5770,262,5300,296,,,51179,8041,,,15.3,4.5,159400,10718,940,130
