zcta,year,population_est,population_moe,median_age_est,median_age_moe,housing_units_est,housing_units_moe,households_est,households_moe,bachelors_or_higher_pct,bachelors_or_higher_pct_moe,median_household_income_est,median_household_income_moe,unemployment_rate_pct,unemployment_rate_pct_moe,below_poverty_pct,below_poverty_pct_moe,median_home_value_est,median_home_value_moe,median_gross_rent_est,median_gross_rent_moe
89001,2011,1452,323,38.5,9.0,554,112,503,114,,,51858,11858,,,6.8,9.2,180900,42258,777,232
89001,2012,1038,322,44.9,11.3,444,113,412,110,,,51742,6064,,,7.6,10.9,181600,52913,740,291
89001,2013,878,247,48.6,11.2,439,108,387,108,,,50446,8282,,,1.9,3.3,161900,105139,,
89001,2014,1067,354,34.6,18.8,482,141,393,131,,,48068,33443,,,15.7,8.6,135400,177805,594,321
89001,2015,1326,340,35.2,9.8,541,112,455,107,,,50469,15056,15.9,10.9,10.3,6.5,112800,25571,592,377
89001,2016,1057,308,36.1,10.6,522,113,379,107,,,50417,18248,8.4,13.8,11.2,8.4,113900,18990,905,636
89001,2017,1167,334,36.3,9.0,542,116,391,104,32.2,19.6,57827,14274,6.5,9.7,9.5,7.8,123200,29406,634,490
89001,2018,1441,350,35.5,8.9,610,119,480,121,24.3,14.7,60160,10384,5.3,8.2,6.0,5.2,117900,20204,639,511
89001,2019,1363,303,45.1,19.1,626,124,544,124,26.5,10.8,60152,12297,0.0,6.8,0.4,0.4,121400,25518,630,12
89001,2020,1356,343,38.0,20.3,613,153,482,115,12.7,7.5,56098,32157,0.0,8.6,0.4,0.4,120800,54251,636,390
89001,2021,1378,355,40.6,18.0,594,143,510,128,8.9,6.6,75612,29846,0.0,6.9,0.3,0.4,130000,78541,666,241
89001,2022,1220,303,39.7,16.8,587,132,478,134,9.8,7.3,82593,39698,0.0,8.1,1.8,2.9,154100,65727,721,383
89001,2023,1045,321,45.5,6.7,577,150,460,152,13.9,10.9,85543,33281,0.0,7.9,1.1,1.6,194700,47781,738,327
89001,2024,1033,358,45.3,15.9,545,191,403,166,9.1,8.9,71386,40823,0.0,12.4,3.2,4.9,208200,62730,,
89002,2011,32853,1519,34.5,1.6,11909,260,10966,266,,,81272,4036,,,6.7,2.0,262500,12696,1484,102
89002,2012,33146,1218,35.2,1.1,11828,282,10793,329,,,79515,5375,,,8.3,1.8,212000,11678,1410,61
89002,2013,34191,1319,36.0,1.3,12047,245,11129,334,,,76504,3965,,,9.4,2.2,183500,7596,1349,92
89002,2014,33803,1289,36.1,1.1,11909,287,11025,354,,,73266,4055,,,9.2,2.1,176300,7089,1326,91
89002,2015,34391,1131,36.5,1.1,12159,261,11127,308,,,75114,3184,9.2,1.6,7.6,1.8,186700,7413,1273,73
89002,2016,34343,1199,36.8,1.0,12435,247,11431,278,,,75523,3249,7.6,1.5,6.9,1.7,210800,8461,1254,53
89002,2017,35170,1202,37.7,0.8,12863,284,12021,343,26.8,2.0,78792,3216,8.1,2.1,6.4,1.6,238600,8026,1271,65
89002,2018,34953,1102,37.3,1.0,13043,255,11985,298,26.3,2.2,79966,3694,6.4,1.3,5.7,1.2,266600,7335,1343,63
89002,2019,35881,1037,37.3,0.9,13094,286,12139,322,26.8,1.9,82778,3030,5.7,1.4,6.3,1.8,291100,7178,1350,54
89002,2020,36752,1810,38.3,1.5,13698,830,12865,832,25.3,2.4,83700,6420,6.1,1.5,7.9,2.4,313500,9935,1367,54
89002,2021,37287,1672,37.4,1.2,13440,608,12737,641,27.1,2.5,88425,5509,5.7,1.2,7.0,2.2,338800,7442,1494,88
89002,2022,37352,1599,37.8,1.2,13606,610,12945,621,26.0,2.3,95346,6908,4.6,1.0,7.0,2.0,384200,9503,1714,97
89002,2023,37238,1688,38.6,1.1,13703,658,13226,654,27.5,2.7,98725,6731,4.0,1.0,7.9,2.2,427500,11015,1844,102
89002,2024,37664,1609,39.3,1.5,14076,595,13533,638,26.9,2.4,105471,5230,3.6,1.0,8.0,2.3,448900,10656,1963,117
89003,2011,1082,341,51.2,11.6,667,124,527,130,,,21964,12028,,,26.6,13.0,62700,23262,431,40
89003,2012,1011,351,57.0,12.7,637,123,471,113,,,29191,15129,,,26.7,17.0,51600,15578,428,46
89003,2013,900,353,57.7,12.7,694,115,404,120,,,30056,17104,,,27.3,16.1,51400,37546,435,44
89003,2014,1021,328,58.3,7.3,789,122,460,120,,,32054,8046,,,22.7,15.1,57400,9024,528,114
89003,2015,1051,421,57.2,12.9,811,133,441,148,,,33341,24281,1.9,3.2,14.6,14.2,57800,14676,561,166
89003,2016,770,285,56.8,15.7,688,118,347,115,,,50169,34853,2.8,5.1,1.6,2.7,59500,27807,545,63
89003,2017,775,315,44.8,24.1,696,134,356,116,14.5,11.6,34085,26239,13.9,19.5,11.0,13.8,56700,42026,568,46
89003,2018,881,329,42.5,24.7,678,137,417,126,11.5,10.7,32743,7213,10.9,15.0,13.1,11.7,60300,41680,615,47
89003,2019,820,282,55.8,17.2,675,152,471,138,20.0,12.8,,,6.9,10.4,19.9,17.1,85000,83335,622,100
89003,2020,870,333,56.5,14.0,705,179,552,187,19.4,13.6,19651,17304,8.9,10.1,21.0,16.0,,,656,68
89003,2021,762,285,59.7,8.9,639,196,514,191,17.5,13.5,,,11.2,13.1,21.3,19.7,75000,56622,709,32
89003,2022,596,233,61.0,12.9,516,159,378,144,13.5,12.0,,,0.0,14.9,10.4,14.3,134100,74504,779,64
89003,2023,637,258,62.3,8.2,452,170,397,163,21.8,13.8,0,,0.0,17.4,7.8,8.9,154100,29176,842,21
89003,2024,387,207,62.4,4.6,319,144,267,146,17.1,16.3,,,0.0,23.9,9.8,13.1,165400,31319,,
89004,2011,385,240,43.5,16.7,167,78,139,73,,,98917,111117,,,4.7,6.9,287200,72910,,
89004,2012,399,214,43.9,13.6,180,67,146,66,,,84688,133015,,,4.8,6.7,296900,82030,,
89004,2013,385,209,43.5,15.0,169,63,135,64,,,148068,147002,,,3.6,5.1,296000,65087,,
89004,2014,283,108,48.6,8.5,131,47,106,36,,,142000,76211,,,7.1,6.6,360500,35118,,
89004,2015,351,100,52.3,5.4,172,41,138,35,,,113000,83155,9.6,8.8,9.7,9.7,351900,40022,,
89004,2016,345,101,54.4,2.5,194,50,144,31,,,116500,83581,6.3,9.0,9.0,8.9,375000,55020,,
89004,2017,437,229,54.2,3.1,184,57,144,52,35.8,20.7,74118,12931,7.6,11.7,10.3,9.0,369400,43338,,
89004,2018,347,190,54.7,6.7,162,53,124,51,37.5,24.6,74531,11885,0.0,25.2,13.5,11.8,397200,77330,,
89004,2019,326,175,54.4,3.5,204,69,129,50,42.3,27.7,75515,20107,0.0,24.7,12.6,11.7,383800,79666,987,823
89004,2020,266,186,53.0,6.3,192,76,108,61,30.9,21.5,80938,47400,0.0,29.0,5.6,9.6,400000,207358,1320,604
89004,2021,299,186,52.0,3.3,162,76,110,57,41.2,21.3,66328,20632,14.3,14.0,12.7,11.6,397200,283026,,
89004,2022,247,124,50.7,4.7,163,76,111,48,58.6,13.6,81023,59485,14.8,15.0,10.9,11.6,552100,432511,,
89004,2023,270,135,52.3,5.8,143,52,128,52,57.5,11.7,85227,29787,13.2,12.9,9.3,9.2,633100,189065,,
89004,2024,351,142,52.0,3.2,153,48,153,48,66.4,12.8,94821,60830,10.0,12.9,8.5,9.6,665500,165686,,
89005,2011,15318,27,51.0,2.8,7613,322,6512,259,,,59722,5515,,,9.3,2.6,270800,16152,838,54
89005,2012,15186,30,50.0,3.2,7416,303,6370,248,,,59947,5944,,,9.7,3.4,240500,17859,858,44
89005,2013,15116,31,50.1,2.4,7276,299,6350,264,,,58283,3048,,,10.5,2.8,213300,22040,874,47
89005,2014,15157,24,50.0,2.7,7411,330,6355,284,,,55625,4717,,,10.8,3.0,198600,12599,895,63
89005,2015,15261,20,50.6,2.4,7581,403,6366,350,,,56460,5075,12.3,3.1,10.3,2.7,197900,12431,923,77
89005,2016,15373,32,49.1,2.0,7510,302,6256,261,,,58573,2340,12.6,3.1,10.0,2.3,223200,17460,938,112
89005,2017,15648,25,50.2,2.1,7793,387,6403,286,28.4,3.2,57843,4624,10.6,2.6,11.1,2.9,241600,17580,985,92
89005,2018,15680,39,52.8,1.8,7971,361,6481,258,30.3,3.5,60870,5505,8.4,3.1,10.2,2.8,269200,16577,991,91
89005,2019,15840,49,53.5,1.9,8249,370,6615,276,29.8,3.2,61787,4197,6.7,2.0,9.2,2.4,287000,14809,1002,85
89005,2020,16048,25,52.7,4.1,7937,516,6556,392,29.7,3.4,62792,5439,6.5,2.6,11.3,4.4,304600,26908,1071,95
89005,2021,14875,30,51.8,3.9,7365,440,6163,346,30.1,3.5,69620,10406,7.0,2.7,11.4,4.3,331000,21406,1171,153
89005,2022,14874,55,51.1,2.8,7205,367,6133,337,31.9,3.6,76356,9041,6.5,3.2,10.6,3.8,401100,28416,1257,186
89005,2023,14925,43,51.7,4.0,7437,428,6455,367,30.6,3.3,68832,13115,6.8,2.9,10.8,4.4,424200,27257,1376,226
89005,2024,14962,51,53.4,3.6,7466,438,6596,341,31.4,3.9,74375,8988,7.8,2.7,11.4,3.9,435600,21040,1428,102
89007,2011,1054,494,26.3,7.8,369,99,267,89,,,80104,44031,,,11.4,15.0,219300,31903,,
89007,2012,1153,472,26.6,6.7,387,80,301,90,,,53750,16938,,,4.0,4.1,200300,68787,,
89007,2013,1694,752,30.2,6.1,397,107,321,96,,,67083,26855,,,3.0,3.7,162800,47644,,
89007,2014,1431,638,33.8,9.3,413,99,352,90,,,55217,24848,,,6.8,7.0,102300,44444,1329,91
89007,2015,1374,539,33.6,10.2,419,88,346,81,,,50833,25306,7.7,10.3,6.3,6.5,119200,68004,1308,151
89007,2016,1423,586,32.4,10.2,370,83,349,87,,,42708,32399,9.8,9.0,6.5,6.3,139700,60795,1217,471
89007,2017,1277,604,38.9,15.7,364,102,320,100,8.5,7.2,66167,54298,11.3,10.5,6.3,7.1,183200,81227,1195,550
89007,2018,1122,494,37.7,17.3,374,106,329,100,8.6,6.8,,,5.5,7.2,7.9,8.3,201000,53840,,
89007,2019,1479,529,28.8,8.6,385,115,337,105,10.2,5.8,83750,24595,4.1,5.8,1.6,2.6,228000,43238,567,295
89007,2020,1430,649,28.2,7.9,353,108,302,99,10.5,7.0,96563,30927,5.4,7.2,1.7,2.9,261100,63106,,
89007,2021,949,472,35.1,8.1,280,90,235,80,12.3,9.2,101645,33855,0.0,13.2,0.0,4.1,291000,58095,,
89007,2022,1008,524,31.6,25.1,262,106,216,99,9.0,9.9,142500,37508,0.0,16.0,0.0,4.1,320600,98108,,
89007,2023,1119,686,19.0,30.6,277,105,230,91,10.5,11.0,149327,36255,0.0,13.6,0.0,3.9,320000,122544,,
89007,2024,370,247,44.7,16.3,186,102,139,89,12.2,17.0,78237,23317,0.0,24.2,0.0,11.4,332300,79107,,
89008,2011,1211,287,33.9,14.3,701,115,488,104,,,24939,8517,,,23.3,11.2,139100,43149,534,196
89008,2012,1463,304,31.7,5.1,814,135,571,113,,,23361,3109,,,28.7,10.5,146500,44753,384,114
89008,2013,1390,288,34.2,18.4,832,117,577,108,,,23321,3779,,,31.1,10.5,146100,60051,389,13
89008,2014,1400,405,33.6,17.1,812,132,534,123,,,32045,15942,,,12.1,8.1,144900,24018,766,204
89008,2015,1272,393,40.3,14.4,698,153,475,130,,,31705,14023,5.7,5.5,9.9,7.5,143800,38506,767,383
89008,2016,1272,336,40.6,14.6,682,126,464,119,,,45833,27282,8.5,6.9,12.1,8.3,135200,13211,800,474
89008,2017,1286,351,45.3,6.4,717,157,554,139,18.2,9.5,56583,25155,7.6,6.9,9.4,6.8,133900,14753,596,369
89008,2018,1324,341,45.7,4.1,735,145,572,131,16.4,9.6,45500,36041,12.9,8.7,15.0,9.2,132500,19390,767,257
89008,2019,1009,288,45.8,4.4,649,146,476,129,16.1,8.8,,,13.2,9.2,19.6,11.9,131500,39169,596,361
89008,2020,1162,299,49.2,10.2,837,144,638,132,13.0,5.5,24238,2617,13.1,8.6,17.9,10.0,105900,30482,599,187
89008,2021,890,221,49.4,12.8,633,141,479,128,13.7,7.8,33698,29103,4.7,5.8,13.8,8.7,155300,14426,664,233
89008,2022,1019,278,41.5,8.2,633,148,436,128,17.6,9.4,51750,26672,3.1,5.1,14.0,7.9,169600,42140,629,246
89008,2023,792,247,41.9,14.3,628,187,366,134,16.4,11.7,55089,22975,0.0,12.1,12.0,7.4,190400,22172,630,225
89008,2024,1251,354,37.8,5.7,716,190,466,162,20.1,13.9,,,0.0,8.5,4.3,4.8,207500,44849,692,122
89010,2011,313,92,59.1,9.5,231,47,137,33,,,45893,23817,,,19.8,16.4,141300,38227,,
89010,2012,281,93,42.6,23.1,222,44,125,37,,,27054,12891,,,32.4,20.7,118800,69934,,
89010,2013,319,101,42.5,14.1,248,44,149,42,,,32679,8547,,,27.3,17.0,130100,31376,,
89010,2014,368,108,48.9,13.7,268,51,172,44,,,35000,12562,,,28.5,18.0,130600,41548,425,68
89010,2015,549,133,51.1,13.0,362,68,252,60,,,35625,10167,8.2,9.6,25.7,13.9,116300,21121,,
89010,2016,458,109,51.8,12.8,341,54,203,48,,,42250,16704,5.9,7.9,14.6,10.5,118800,18464,,
89010,2017,512,130,48.0,12.0,345,51,208,54,21.6,9.1,46111,10328,1.4,2.4,7.8,6.5,119700,31730,516,148
89010,2018,487,108,46.7,13.3,322,45,183,39,22.2,8.3,46250,10208,1.6,3.2,8.0,6.1,119300,45167,511,119
89010,2019,514,108,51.6,17.2,348,55,210,47,21.6,10.7,36250,9130,1.4,3.2,8.4,5.7,108000,38811,500,49
89010,2020,469,150,48.8,16.4,307,57,185,52,26.8,14.3,32847,5873,2.5,3.9,4.7,6.5,118900,33973,468,213
89010,2021,448,132,53.5,9.2,242,54,171,51,31.6,15.6,36417,14295,6.0,6.6,1.6,1.6,109100,20817,345,298
89010,2022,461,152,54.0,7.1,248,63,188,62,31.3,12.7,50000,26118,3.3,5.3,1.1,1.7,113800,17741,565,182
89010,2023,355,127,55.3,16.2,223,62,165,58,35.7,14.5,58125,32830,2.9,5.8,0.0,10.0,110500,11264,577,53
89010,2024,325,147,64.3,12.3,200,76,160,74,34.5,14.9,63690,27377,2.2,6.5,0.0,11.6,112800,10298,,
89011,2011,17341,1313,36.5,1.9,9306,369,6891,425,,,58447,6709,,,14.8,4.5,221000,17687,1179,73
89011,2012,17690,1427,36.7,1.9,9417,356,6989,416,,,57142,7152,,,14.0,3.6,188200,24687,1197,85
89011,2013,17599,1377,39.0,3.9,9695,333,7057,443,,,55856,5992,,,14.3,4.4,167200,12854,1147,59
89011,2014,18182,1356,37.5,3.2,9831,401,7129,455,,,53653,4483,,,12.9,4.1,170300,14980,1122,61
89011,2015,19848,1225,36.9,2.1,10015,312,7641,370,,,53237,3425,10.9,2.3,10.4,3.1,175100,10517,1099,50
89011,2016,21506,1363,39.6,1.7,10382,343,8290,434,,,58047,5090,7.4,2.3,7.8,2.0,193500,10906,1110,47
89011,2017,23361,1428,40.8,1.8,11338,323,9080,410,28.2,2.6,60075,4870,6.6,1.9,9.4,2.5,211100,15620,1109,38
89011,2018,25826,1292,40.5,1.6,12016,350,9898,384,28.5,3.0,64981,5161,5.7,1.8,10.4,2.7,247500,14673,1147,39
89011,2019,28229,1694,39.9,1.8,12529,358,10452,484,28.0,2.9,70129,5720,5.2,1.6,10.1,2.4,277000,11403,1198,44
89011,2020,29556,2550,43.7,2.8,13442,859,11491,841,30.4,3.9,77100,8124,6.0,2.0,8.9,3.0,304000,22059,1259,64
89011,2021,31071,2111,41.5,3.8,13968,793,11975,727,33.8,4.2,81736,8664,6.7,2.1,8.6,2.4,338700,15658,1380,88
89011,2022,33600,2356,40.9,3.2,14654,918,12959,887,34.0,3.7,85009,8594,7.0,1.9,8.6,2.1,406300,25581,1615,104
89011,2023,35910,2316,42.4,2.9,15505,870,13995,869,37.2,3.8,93881,10775,6.6,1.7,8.1,2.0,458700,22416,1725,94
89011,2024,37538,2670,44.2,2.0,16773,864,15420,838,40.4,3.2,93136,8976,7.2,2.1,8.6,2.0,478900,16802,1822,99
89012,2011,27333,1131,43.3,1.1,13416,280,11613,344,,,68866,4136,,,4.5,1.4,294000,13712,1289,70
89012,2012,27936,1104,44.0,1.6,13492,326,11646,453,,,69454,3604,,,5.6,1.5,246900,8464,1274,51
89012,2013,28082,1301,43.9,1.4,13586,305,11644,505,,,69037,4537,,,7.2,2.0,224900,8367,1227,56
89012,2014,29121,1146,43.5,1.4,13716,293,11927,487,,,68845,4549,,,8.0,1.8,220800,9873,1241,62
89012,2015,30209,1119,43.5,1.4,13932,306,12254,405,,,68663,4119,8.5,1.8,7.7,1.9,239800,9095,1207,40
89012,2016,31614,980,43.3,1.4,14445,260,12918,371,,,71231,4471,7.0,1.5,7.8,2.0,258800,6835,1199,44
89012,2017,32503,1167,43.7,1.0,15065,286,13337,392,36.9,2.2,72973,3873,6.2,1.4,7.7,1.9,280600,7277,1266,47
89012,2018,35075,1066,43.7,1.3,15614,263,14219,385,38.6,2.2,74170,4706,6.0,1.1,7.4,1.7,308000,11442,1339,42
89012,2019,36512,1291,43.6,1.5,15928,281,14442,427,40.5,2.5,81992,4594,6.3,1.6,7.4,1.9,329500,9973,1419,42
89012,2020,37617,1847,44.2,1.3,16495,612,15336,632,41.5,2.7,79727,5649,8.1,2.3,6.9,1.9,354200,12098,1471,61
89012,2021,38356,1887,43.8,1.8,16410,752,15372,722,41.7,2.5,81896,5446,8.0,2.5,7.2,2.0,382200,13447,1632,64
89012,2022,37991,1941,45.2,2.1,16699,691,15800,695,41.7,2.8,89177,7810,7.7,2.4,7.1,1.6,440700,10193,1786,59
89012,2023,38081,1967,44.8,1.8,16776,768,15885,836,43.5,2.8,97468,7012,7.2,2.2,6.4,1.6,472100,12361,1915,91
89012,2024,38339,1862,44.8,2.0,16951,689,16162,702,44.0,2.5,98053,7511,6.8,2.3,6.0,1.4,494700,13473,1941,81
89013,2011,347,96,56.2,12.2,358,46,190,50,,,43750,18086,,,13.4,8.2,87100,85330,529,26
89013,2012,366,109,50.1,10.1,352,63,187,53,,,41458,17064,,,10.9,6.1,82500,43154,538,61
89013,2013,409,128,49.9,7.5,364,64,182,50,,,43409,19810,,,11.1,4.9,80500,42587,471,150
89013,2014,429,121,49.0,13.3,390,48,178,39,,,36364,10485,,,13.7,5.9,61900,14440,478,154
89013,2015,466,149,35.1,17.1,411,63,178,48,,,39792,8023,11.9,13.2,12.7,5.9,59400,19600,567,193
89013,2016,477,123,33.0,8.6,380,47,175,33,,,40417,7494,13.3,16.5,13.9,10.7,66300,8913,492,56
89013,2017,449,130,37.2,12.7,396,57,198,46,13.7,7.6,34583,18991,11.5,15.2,11.0,9.6,66200,4013,481,34
89013,2018,363,96,37.0,13.7,364,56,169,39,16.4,8.5,34375,19744,0.0,26.7,11.5,11.6,67500,10087,556,71
89013,2019,305,81,56.6,14.1,346,45,153,34,18.4,8.6,33542,18504,5.9,7.8,17.7,13.5,65000,7194,518,62
89013,2020,242,82,64.6,7.5,328,54,129,38,19.8,9.9,36250,18704,7.6,9.8,10.2,6.4,67500,17930,495,36
89013,2021,233,86,65.5,6.4,261,63,125,48,23.0,13.5,42188,22991,8.6,13.6,12.3,7.2,62500,22183,534,61
89013,2022,222,92,59.2,12.0,242,67,115,52,37.0,19.0,,,9.1,14.5,15.8,10.8,86300,54462,,
89013,2023,234,104,57.2,7.7,234,69,112,61,33.2,23.4,120625,97697,6.9,12.2,12.8,9.9,86300,65891,,
89013,2024,376,200,45.6,28.0,262,94,163,79,17.7,22.1,78580,74506,0.0,30.9,5.9,7.4,,,,
89014,2011,38209,1701,35.1,1.1,16976,323,15336,432,,,54430,2892,,,10.5,2.0,243100,11127,1079,26
89014,2012,37333,1425,36.1,1.7,16770,364,15053,435,,,53089,2270,,,10.5,2.0,199500,11560,1055,33
89014,2013,37768,1361,35.0,1.5,16574,315,14892,435,,,52417,1931,,,12.4,2.6,166100,5689,996,27
89014,2014,37758,1435,34.2,1.3,16427,344,14774,406,,,52045,2049,,,13.0,2.3,164900,6511,975,17
89014,2015,38213,1511,34.6,1.4,16644,414,15071,433,,,51156,2060,10.8,1.9,12.2,2.0,172000,8136,983,22
89014,2016,38916,1566,36.1,2.5,16865,317,15514,430,,,50399,2723,10.4,1.7,12.8,2.3,196900,13314,990,19
89014,2017,39460,1577,36.2,1.3,17225,364,15658,452,27.5,2.2,54051,4320,8.2,1.5,12.7,2.4,222700,8767,1025,37
89014,2018,39698,1774,37.5,1.6,17597,410,16083,505,28.1,2.2,58369,3916,7.2,1.4,10.8,2.3,243500,10666,1106,22
89014,2019,39430,1557,38.4,1.3,17645,463,16134,560,29.1,2.1,61194,3344,6.5,1.5,8.7,1.8,271600,9363,1167,28
89014,2020,41776,2570,38.7,1.6,18077,958,16889,968,27.9,2.7,61752,3480,7.8,1.8,8.1,1.9,303500,14603,1235,41
89014,2021,41429,2660,39.0,1.6,17952,824,16801,893,27.5,2.8,65719,3587,8.1,1.9,7.3,2.1,324800,13749,1349,43
89014,2022,41469,2612,38.6,1.4,17763,825,16635,925,27.6,2.6,69848,3537,7.8,1.7,7.7,1.7,377900,15621,1497,52
89014,2023,42138,2678,38.7,1.7,18062,813,16770,813,29.2,3.2,73130,4519,7.9,1.8,9.1,2.0,415300,16836,1629,34
89014,2024,42439,2668,39.2,1.9,18129,824,17088,859,28.8,2.6,73284,5942,8.7,2.0,10.4,2.0,430000,13835,1700,35
89015,2011,38944,1383,37.9,1.2,15583,288,14365,365,,,55120,3007,,,14.3,2.1,199600,9972,967,40
89015,2012,38910,1146,37.8,1.5,15529,303,14186,347,,,51973,2153,,,15.7,2.1,163600,6462,967,50
89015,2013,38048,1205,38.7,1.7,15575,230,14080,320,,,50147,3300,,,16.9,2.1,146800,6184,962,39
89015,2014,38429,1287,40.2,1.4,15648,268,14025,337,,,49570,3562,,,16.7,2.0,141100,6378,934,40
89015,2015,39988,1199,40.7,1.1,16139,283,14524,327,,,50898,2230,13.9,1.8,15.9,2.2,144300,6515,924,50
89015,2016,41738,1347,40.6,1.1,16412,291,14782,394,,,51757,2161,14.7,2.0,15.3,2.0,162200,6403,945,50
89015,2017,42366,1371,41.5,1.3,16717,319,14961,376,15.9,1.8,52082,2399,12.6,1.4,15.3,2.2,183300,9387,981,50
89015,2018,42748,1594,41.4,1.2,16773,285,14974,333,16.4,1.9,55164,2735,10.9,1.8,14.8,2.4,213400,8878,998,47
89015,2019,42387,1542,41.2,1.4,16595,291,14776,397,15.8,1.7,56569,3281,9.9,1.6,14.5,2.0,237800,8642,1040,39
89015,2020,42315,2511,41.8,1.9,16559,699,14943,753,17.8,2.4,57049,4022,11.4,2.9,14.1,1.9,260100,13174,1082,58
89015,2021,39872,1990,41.9,2.0,16503,670,14698,709,18.4,2.6,60301,3792,9.7,2.5,13.8,2.5,284800,9728,1141,58
89015,2022,41742,2106,40.2,1.5,16654,695,15156,639,19.9,2.3,66195,4612,10.1,2.3,14.2,2.5,348000,11255,1236,70
89015,2023,43762,1859,39.7,1.3,16812,721,15666,613,20.1,2.3,71300,3348,9.8,2.5,13.7,2.1,373700,11755,1324,66
89015,2024,44704,1986,40.1,1.6,17311,701,16175,680,20.6,2.1,72096,4946,9.7,2.4,13.3,2.2,407400,14214,1391,82
89017,2011,153,136,28.8,35.6,49,40,49,40,,,74904,56553,,,0.0,23.9,195800,419446,,
89017,2012,188,162,27.8,26.5,58,43,52,42,,,77273,144023,,,0.0,19.0,430000,550803,,
89017,2013,121,124,43.5,24.6,39,34,33,33,,,138661,122061,,,0.0,27.5,,,,
89017,2014,105,84,43.8,38.7,57,47,51,45,,,42198,103851,,,0.0,29.2,,,,
89017,2015,131,93,63.1,49.3,60,35,53,33,,,58750,7720,0.0,92.8,0.0,23.2,,,,
89017,2016,130,85,63.1,52.7,59,30,53,28,,,,,0.0,88.8,0.0,23.3,,,,
89017,2017,78,87,63.8,1.0,46,42,46,42,0.0,34.3,,,,,0.0,34.3,,,,
89017,2018,102,101,63.8,0.4,51,44,51,44,8.8,14.3,62944,20745,,,0.0,28.3,,,,
89017,2019,83,106,63.9,1.4,39,49,39,49,12.0,25.5,,,,,0.0,34.5,,,,
89017,2020,20,31,,,10,15,10,15,50.0,14.5,,,,,0.0,73.6,,,,
89017,2021,35,41,79.4,50.6,22,25,22,25,62.9,30.3,,,,,0.0,55.6,,,,
89017,2022,36,42,79.4,31.5,22,26,22,26,61.1,27.9,,,,,0.0,56.5,,,,
89017,2023,9,15,0.0,,9,15,9,15,100.0,100.0,0,,0.0,,0.0,100.0,0,,,
89017,2024,23,32,,,23,32,23,32,100.0,72.8,,,,,0.0,72.8,,,,
89018,2011,5897,586,34.0,2.7,570,60,370,110,,,41769,19788,,,13.6,11.5,102300,74342,583,430
89018,2012,5637,443,35.4,1.8,551,70,384,95,,,48438,12543,,,15.1,11.9,72200,23647,780,364
89018,2013,5327,440,35.5,1.8,552,54,382,87,,,44015,9584,,,15.7,9.9,76200,29589,869,130
89018,2014,4814,478,34.6,3.4,518,53,337,71,,,47109,12634,,,15.5,8.2,78300,23818,854,161
89018,2015,4517,405,35.1,1.7,525,44,419,65,,,49336,11598,25.2,10.0,13.1,9.0,77300,21457,855,131
89018,2016,4797,262,35.0,1.6,464,57,379,68,,,44293,14336,24.5,11.3,12.6,7.4,84200,40188,781,90
89018,2017,4833,297,34.4,1.6,455,63,373,66,6.2,2.5,42375,20399,29.0,12.0,12.9,9.7,93400,26094,725,477
89018,2018,4837,304,34.7,1.3,423,58,338,63,5.7,2.2,57321,18165,23.5,11.8,12.3,11.7,76700,26342,807,207
89018,2019,4847,315,34.6,1.4,415,60,321,61,5.0,2.4,51417,16987,17.8,9.3,11.5,10.1,97100,65467,815,98
89018,2020,4694,774,35.0,1.9,393,88,305,83,4.7,1.7,45875,14319,13.6,9.2,17.2,13.6,149500,66079,831,30
89018,2021,794,233,40.5,11.4,359,59,255,65,16.8,5.5,54181,13155,5.3,6.2,16.0,12.1,180400,152001,832,231
89018,2022,855,233,34.2,14.3,394,69,302,75,16.8,4.6,58095,11214,5.6,6.6,11.1,10.4,298700,74274,944,323
89018,2023,753,288,41.4,18.7,418,49,327,63,11.1,11.5,60313,12032,7.3,8.8,6.8,5.8,325500,44100,943,669
89018,2024,1170,256,43.3,0.3,472,38,411,58,29.9,11.1,87083,54988,1.2,1.6,3.4,3.1,348800,16988,2589,1184
89019,2011,2172,731,33.9,11.5,1171,256,905,265,,,35825,7167,,,12.0,9.7,115700,24623,523,148
89019,2012,1882,647,50.0,3.8,1133,274,922,287,,,37586,30216,,,2.7,2.2,116200,16863,529,126
89019,2013,1892,619,50.1,4.5,1195,283,942,261,,,38269,5905,,,2.8,2.6,106600,39088,523,174
89019,2014,1843,634,54.4,6.1,1199,253,914,269,,,37632,10735,,,5.8,5.7,106600,30476,605,184
89019,2015,1804,555,56.8,11.8,1205,221,861,227,,,38134,4913,9.6,9.8,6.5,6.0,108200,24387,570,144
89019,2016,1762,575,54.9,12.2,1288,260,837,249,,,37344,15580,9.7,10.4,9.8,8.7,104200,51871,604,145
89019,2017,1748,553,50.8,23.3,1298,196,788,203,5.0,3.2,35856,9811,12.5,12.9,16.5,13.0,92500,32587,535,55
89019,2018,2376,797,53.0,13.5,1469,231,946,228,9.0,5.5,47177,17812,8.5,9.4,18.5,12.8,146200,49663,579,54
89019,2019,2158,706,45.9,13.9,1404,205,850,179,8.8,6.2,50767,15517,7.9,9.4,15.2,13.4,159500,118877,566,27
89019,2020,2068,484,57.3,2.3,1624,292,1114,299,19.0,13.3,56765,40992,4.5,7.2,10.1,9.1,197200,128702,551,144
89019,2021,2117,558,57.5,2.1,1582,300,1122,294,20.7,13.5,,,13.5,10.0,11.1,9.4,190500,127306,668,89
